time,F3(gamma),FC5(gamma),AF3(gamma),F7(gamma),T7(gamma),P7(gamma),O1(gamma),O2(gamma),P8(gamma),T8(gamma),F8(gamma),AF4(gamma),FC6(gamma),F4(gamma),F3(beta),FC5(beta),AF3(beta),F7(beta),T7(beta),P7(beta),O1(beta),O2(beta),P8(beta),T8(beta),F8(beta),AF4(beta),FC6(beta),F4(beta),F3(alpha),FC5(alpha),AF3(alpha),F7(alpha),T7(alpha),P7(alpha),O1(alpha),O2(alpha),P8(alpha),T8(alpha),F8(alpha),AF4(alpha),FC6(alpha),F4(alpha),F3(theta),FC5(theta),AF3(theta),F7(theta),T7(theta),P7(theta),O1(theta),O2(theta),P8(theta),T8(theta),F8(theta),AF4(theta),FC6(theta),F4(theta),F3(delta),FC5(delta),AF3(delta),F7(delta),T7(delta),P7(delta),O1(delta),O2(delta),P8(delta),T8(delta),F8(delta),AF4(delta),FC6(delta),F4(delta)
30.5,913.9871277,945.2419354,548.5662637,525.677816,629.0198903,273.0016706,799.8873634,1029.055821,917.3688465,1331.769376,1044.456697,1259.291762,1232.293416,1054.709763,218.4762399,158.0971352,329.2656722,216.3375066,257.2407964,201.7293067,163.2842428,643.353344,495.276155,511.2189575,233.6639719,487.3614134,405.7061481,427.8727888,98.05827007,172.5627954,102.5929658,99.21998193,136.943965,224.9986036,366.950677,491.9654836,244.1992854,173.7667463,38.07893764,316.7100063,310.523733,298.6249698,2594.115231,510.7317326,1156.245212,234.2453468,296.5228153,301.3458598,345.6702817,137.5826115,388.2761653,365.3015994,589.7187144,1747.995345,332.8147505,2332.403155,18029.964,14125.412,26470.616,43229.831,43109.764,1650.384,85407.79,21455.504,16798.091,6274.21,9192.173,39165.016,7371.239,19548.096
30.75,3351.219676,811.5567203,1397.278962,686.4676691,531.8198054,351.5859003,931.5670079,600.1060728,554.9862536,837.3392103,904.4437349,1729.536398,2088.054591,2344.57137,1233.177851,249.005605,610.3033137,326.2211037,269.8118785,146.6616208,310.490316,166.040475,98.27399652,319.2965611,255.0104156,803.4562962,346.8559258,910.2935174,686.4517431,274.721429,651.7368304,503.0670466,205.0571236,46.21119696,206.6016392,472.1553203,113.440262,79.42200664,502.745559,887.8577074,337.5428227,770.3484447,4627.741287,258.7350041,1487.994965,227.5564844,368.5629811,224.7609259,409.13889,673.8103806,492.7520172,854.7669441,937.0801444,1546.641106,1178.131245,2507.889294,32669.964,14744.412,20893.616,44027.831,43790.764,640.384,87238.79,19755.504,16244.091,9693.21,13261.173,31736.016,10483.239,8243.096
31,3755.489071,961.6874167,1641.630818,693.9323558,618.3787093,494.3458553,1053.220483,1078.7347,725.3886963,1115.166686,984.0313988,1690.196833,2430.067459,2838.670868,1067.23942,228.0062737,403.9410382,191.9267871,250.798611,133.2331114,240.6685808,483.2216577,344.4717514,432.3537633,280.6999901,549.6471728,751.9427462,726.1526611,1223.204064,398.5449737,743.8135999,394.5564452,133.2308142,206.7768816,298.8493018,427.5952886,271.1428324,287.5055887,531.280542,785.709796,280.9947483,1127.427111,9546.788346,850.1973409,3358.319463,301.1794179,1430.352151,1074.912925,781.6612751,862.3147748,1198.605729,1940.218983,1065.979654,3251.273087,1087.826939,5556.19988,46607.964,13613.412,17734.616,42896.831,45732.764,1331.384,87546.79,20445.504,15659.091,8914.21,13658.173,26438.016,12008.239,3353.096
31.25,1307.973662,487.8946264,609.1940268,543.1142083,535.6226717,426.3752108,948.3708283,980.5631863,641.0707193,785.4172358,1171.960868,474.3113025,1350.931372,717.9915549,344.3920548,154.0213493,210.3678183,144.7673405,158.5373182,247.8833814,264.5041361,388.4662054,154.3324086,207.1124457,445.7297741,175.131419,373.9580013,231.9796128,357.5847776,227.3420191,166.2912892,183.7492186,177.3286935,58.64910011,93.60781372,181.985192,307.8990654,385.3491467,250.4783691,14.27941703,202.1224244,224.0954047,5365.412222,242.2231001,1770.798797,217.1971099,874.0636418,635.3730427,533.5738841,732.4930338,658.4701477,815.8869336,740.9647304,1738.8303,615.6884165,2793.587383,24601.964,11410.412,24158.616,42106.831,42712.764,3155.384,86020.79,22672.504,17729.091,4330.21,10787.173,34363.016,8975.239,20285.096
31.5,1197.31784,501.9884453,663.7534974,409.582463,555.0999956,371.7786389,601.1074748,997.6634427,597.5869255,886.9708104,1109.215291,838.1764485,1416.577106,928.5648231,426.7180282,214.7644856,180.0988373,182.3192219,261.1023507,149.1177089,303.909567,159.9967481,238.8771022,574.8128369,420.8418901,240.4760442,738.5710325,198.7491677,578.0433606,194.5606129,168.0840853,204.1998385,233.9471899,236.7740552,394.4182705,584.1112442,261.6172828,246.1285752,190.2713894,321.0798103,285.2776704,287.0872698,2674.301412,550.9640595,1012.324101,369.3922592,437.3227667,583.9452532,200.5603244,242.3286584,328.0023866,324.5815171,565.8404995,989.6704482,285.8162009,1703.484667,30054.964,10740.412,21667.616,42848.831,44287.764,1188.384,87163.79,21390.504,16595.091,3951.21,10250.173,33295.016,9098.239,19056.096
31.75,2758.522423,509.6858003,1436.206807,591.8283031,610.3358142,466.47493,786.2004288,1420.532358,659.2414794,836.7328444,762.6463558,1320.164384,1420.942202,1663.353735,935.6620411,260.5316586,533.633246,219.5061998,215.1261891,223.3400186,344.9241112,233.5525594,149.9516458,215.4497753,317.5034287,649.5518226,660.9605012,755.9658931,1177.860463,116.4269971,565.0442473,159.6269385,218.2873647,104.0887795,579.4825336,390.2304385,381.4151457,440.3477492,214.215127,318.8782123,384.954873,571.1290704,8473.939849,1023.27648,3530.931088,595.6119973,1356.54442,1155.436798,1176.637519,967.5212012,1370.638529,1505.179297,358.1842767,3739.534196,542.7010703,5017.084616,49378.964,11145.412,16489.616,44490.831,46201.764,194.616,87696.79,20109.504,13924.091,3526.21,9559.173,26643.016,9935.239,8297.096
32,1554.789966,373.8037973,494.9382236,386.2003827,537.3378936,373.6874237,654.816866,765.1220543,443.9233659,656.0577215,595.5080818,699.5998947,1248.0416,953.5125416,494.0000259,192.0485202,169.0446002,139.374431,121.6594503,69.30531951,235.8135802,203.8354945,201.5171072,311.5573511,192.0813822,216.7453107,600.1245298,222.5291602,810.6541374,77.4258153,65.52072917,214.1947018,35.20291365,101.611838,228.0603604,94.90223734,150.0145239,125.4210555,257.6460563,76.78477127,248.4825455,318.9428327,5022.96604,142.9275776,1470.308044,671.1153373,1087.53813,1114.451772,881.2611713,1067.041027,1069.110397,1100.069082,939.6549354,1701.670904,687.8721977,2926.035794,20752.964,9377.412,26084.616,45304.831,42862.764,3087.384,84927.79,23111.504,17389.091,356.79,6675.173,35849.016,6586.239,23657.096
32.25,3389.899758,549.508285,1248.759434,493.7528381,642.5511853,506.526588,746.7207194,903.5960634,628.123299,774.8626612,745.8652833,1275.270947,1367.238743,1923.264752,1061.983936,283.9292509,352.3955518,334.4723233,264.8120946,303.5356612,286.2857291,200.8058584,285.5073456,362.882508,423.5580463,397.4540574,742.3146497,640.7316017,1313.999457,175.9398497,286.0083769,138.0970398,381.0981454,380.0430392,681.9062432,761.6549785,270.2264511,613.6923989,495.4188992,249.3373524,517.3935121,672.7760835,2295.000059,258.2418821,990.548963,91.6164596,154.5472432,454.2047061,527.7637357,813.1281391,266.9928532,763.9674825,554.3396821,882.1813932,390.6442893,1447.429807,30884.964,8306.412,22313.616,46365.831,45751.764,383.616,87786.79,18924.504,14987.091,5093.21,10637.173,32527.016,9101.239,17579.096
32.5,4903.496856,520.9016178,1482.633703,471.9553878,552.7259154,761.9881066,722.1877335,890.2098537,948.0215683,1448.282581,1237.544037,1282.399934,1314.986374,2445.324317,1695.238019,139.6360665,420.2460611,270.9607021,300.8425543,347.4480616,361.7052583,604.5524886,369.4060558,436.5670369,406.6428337,376.4029304,583.1135923,809.7354975,1770.877484,39.99235386,456.1406848,146.6692639,225.1244967,146.0312594,94.59718671,269.7679968,436.2965079,433.98423,276.1219818,534.5292359,214.8965832,893.8569196,12930.20508,1005.688771,4058.34502,1192.185114,1641.386525,1248.579276,1160.137356,1662.22515,1681.849298,2211.471619,1847.715363,3944.516018,1585.348301,6805.493937,47330.964,9194.412,18010.616,47424.831,47928.764,28.384,87448.79,19055.504,14788.091,6021.21,11936.173,25779.016,10862.239,7347.096
32.75,2047.79982,531.6902809,616.7285138,682.3050291,692.7849987,358.5689707,1059.961773,769.7964007,550.4355148,689.3101855,908.1684744,689.2348107,1769.242466,1284.628758,537.1170208,207.9829208,196.3813021,380.9098731,306.7282968,112.3100666,397.8630278,456.3558779,176.353968,322.3922589,351.9451822,292.508143,548.9328137,441.6331155,877.9227766,23.10868747,263.9996004,148.1769807,219.8098335,84.16902884,212.2395158,133.8932277,269.8558208,263.6543275,250.3015728,379.1707183,319.9561937,509.5792593,4657.708224,134.6525855,1510.950713,241.7319756,874.9950924,450.3865733,436.3934543,287.9643755,396.9730745,741.6862508,573.8696535,1546.335269,452.3247849,2866.110751,19379.964,8166.412,25369.616,44375.831,44437.764,2160.384,85527.79,22083.504,17817.091,266.21,6087.173,33796.016,5667.239,22415.096
33,2819.23776,302.4013178,916.3043542,532.5922204,638.9225286,243.4456877,725.7035618,1255.804595,327.6617056,469.0907926,569.2296012,1037.840944,764.6261892,1595.866686,1404.88518,253.5308691,529.7459728,215.795247,299.2503585,112.2825463,192.8501146,252.0957834,129.5894567,171.1154015,333.2391765,440.3052373,324.5455078,793.1595124,685.4872891,178.5499685,217.9931456,140.5867405,123.4353053,31.86936732,111.34493,158.7114216,215.0923269,278.1499994,196.8973052,409.7873363,312.3267877,372.9101376,1199.737254,226.3874544,601.7480684,328.3301994,285.0653105,375.0534147,324.2965076,162.551618,363.2277255,445.0902325,176.6815122,455.405154,207.2458493,533.9541399,32411.964,9520.412,20989.616,46318.831,46614.764,262.384,87080.79,20738.504,16988.091,1633.21,6234.173,29629.016,5964.239,15355.096
33.25,7721.162043,943.1828802,2509.154113,384.6167912,613.5902084,366.4392993,609.3447747,1466.18151,926.2497708,1226.271054,849.6199838,2745.343105,1449.022462,4358.414805,3580.461123,271.5959899,1168.69629,191.3058457,327.0134286,155.9438031,309.1186458,1009.729096,311.4157308,303.248729,359.5202456,1144.018021,576.1231559,1958.952334,5986.826517,605.7819878,1989.103897,53.30597367,508.6870087,297.2182846,524.746223,737.1919067,623.6208777,787.9717976,311.9215758,2103.484743,441.9745281,3470.172896,8753.057099,316.2048836,2670.546532,382.1347655,1242.356087,586.3332629,394.4193892,299.5730922,956.9692572,1261.113834,1173.648082,2804.536606,1162.222999,5156.879733,31784.964,10800.412,21162.616,44760.831,45100.764,2293.384,84870.79,22673.504,16966.091,465.79,3879.173,29762.016,4370.239,15775.096
33.5,692.0747734,520.6690671,395.2223817,289.6883295,382.8723663,292.5904716,787.081614,801.5511778,326.1335333,833.2586046,1159.879979,500.6515179,1666.936981,530.1791927,124.7579613,191.5655655,145.2640378,210.3726672,124.2505288,201.0169126,455.9851672,551.3941998,120.9293586,268.5286894,317.4763526,252.5856355,382.6780942,199.6100738,246.9972283,175.9671162,69.31200707,218.7551212,95.49996216,211.4296195,686.2787471,414.7694974,115.4686414,232.9775088,300.6083541,134.4472291,248.4379387,208.6582804,2565.613688,781.2696546,948.3481493,549.652559,351.3212633,312.0551828,297.2287227,658.0629082,373.7514342,548.618584,954.3927564,1053.581791,511.1553138,1822.161236,17681.964,12826.412,24995.616,42604.831,42897.764,3036.384,84384.79,23553.504,18224.091,329.21,4210.173,33952.016,4195.239,21879.096
33.75,2163.25129,342.9899175,653.8149755,424.5705299,387.6688693,278.875261,533.2885165,522.9894107,484.9902637,860.8150076,623.7957029,798.7435732,935.2985075,1145.712188,857.3501926,166.3991441,246.7637666,147.4627787,178.2363859,144.0682501,203.7561879,605.5413212,347.1959198,572.4368574,272.5656526,205.1935976,550.1786534,354.8774616,594.6088308,32.2754261,277.3969333,108.1430003,246.6083727,234.1799084,422.039856,177.6719975,180.8066601,187.1539709,113.0237961,228.5744195,14.27624971,303.1646247,1361.919061,97.85801227,423.106719,526.6502127,238.1889227,58.15431911,152.1085208,280.890947,423.544823,528.7215083,362.7491782,330.0295366,385.3926651,536.9623951,26081.964,13731.412,21658.616,42869.831,43631.764,1285.384,85648.79,21537.504,17782.091,4072.21,8359.173,31463.016,7898.239,15786.096
34,4297.214275,615.3840784,1370.143752,666.042927,551.9052763,554.1025571,774.1013848,808.92084,647.8066543,783.8551536,941.3835175,1315.87572,1195.106424,2053.294958,2619.760956,191.9427867,776.232997,344.5025795,303.1558631,228.9906198,509.1318829,340.7818341,281.5060884,456.7947812,520.1460229,766.0525125,548.8955322,1189.20391,1210.946136,375.1228866,625.5002746,462.2293165,192.4560863,224.6788225,321.028286,128.9407692,309.0247954,696.9044913,894.1033884,799.4245976,748.3511227,816.5188214,5698.998898,375.6009314,1850.995383,692.3317951,1176.491387,526.2500201,257.7562136,444.0199281,644.7460199,1120.162809,838.9930497,1953.543874,767.826356,3081.989472,41791.964,15594.412,16851.616,41030.831,44017.764,982.384,87173.79,19520.504,15285.091,6820.21,10070.173,26465.016,10498.239,7041.096
34.25,1069.218337,542.9852302,399.3702589,830.9611262,590.964185,379.3110152,941.1353193,1358.473762,582.807425,1049.046526,522.4230222,444.1792501,1167.104908,800.4177226,265.2705672,261.8452122,132.9742576,343.0768907,165.6072471,43.39399579,449.1753334,486.6958206,126.8315342,285.8167952,229.588673,163.7014158,432.4737302,173.392961,313.4578541,404.9630259,317.1611654,440.599333,85.24038451,113.6791308,366.6177272,500.9818224,123.4012956,390.7097888,238.895008,198.9810038,131.4097205,207.4716564,4375.67937,427.4513862,984.9618284,1370.029017,864.2165318,314.1848908,537.6137259,712.9402498,596.5236667,495.0983191,750.5849215,1259.575579,690.5891417,2592.603393,21811.964,15139.412,23650.616,41163.831,41544.764,3081.384,85771.79,21938.504,17921.091,2999.21,7780.173,33641.016,8248.239,17680.096
34.5,3272.544539,215.3043996,1206.286355,418.3556209,419.4225533,257.2942607,486.1031638,677.9610039,426.0003639,731.0930031,369.4117615,1213.859628,754.6941103,1816.595503,1203.040427,196.184851,267.8914567,202.0607402,271.7206379,169.5133926,221.0269435,482.1305485,403.8664349,267.3456116,289.8353086,252.8943545,199.4658704,490.7641875,1448.828261,89.15557791,476.874464,253.2640049,272.6506223,67.32130792,103.0017794,293.7452771,171.476723,78.5466686,35.71833942,508.7122295,40.03750912,733.2566215,3681.446137,185.5682447,1311.551369,317.4900193,296.7492183,139.0808212,234.2242435,174.1129549,207.5976713,149.2462326,109.7180953,1428.787782,146.0096962,2204.640978,33315.964,13038.412,19369.616,42937.831,44384.764,1462.384,85856.79,21804.504,18301.091,3067.21,7009.173,29619.016,8371.239,11587.096
34.75,4300.947563,417.4573684,1145.909628,458.6749059,789.0442033,432.6957446,640.5067368,1118.491762,558.8032791,489.3181629,664.6878398,1253.284553,916.2157415,2202.429758,913.955731,205.9815424,312.2561222,57.29345374,179.9461238,63.06861161,254.0058347,601.8340879,38.6194412,268.3985014,76.46743421,374.532801,245.397462,498.8527137,2688.197433,246.0668493,897.0204683,100.7433785,253.1029451,202.4798317,349.2018321,453.915342,307.6962334,239.4172074,319.470942,828.6038228,330.5808742,1302.278625,5618.072401,476.9054793,1605.55975,610.459099,1276.250091,861.5018461,803.9950508,982.0229669,919.404617,1441.160458,1210.892686,1354.711144,1335.225991,2703.437085,41718.964,14398.412,16715.616,42977.831,44407.764,876.384,85500.79,22324.504,18031.091,3255.21,6504.173,26023.016,7777.239,6675.096
35,897.1883492,279.341252,401.0254441,306.6322862,466.4938715,249.339679,475.2447502,984.609388,499.3140698,402.9319737,474.9923804,384.1714433,592.2448497,617.8102248,317.8036148,67.1426252,220.329556,168.5951045,133.4214941,45.54848595,354.3759882,418.5816305,244.1878609,231.9937702,127.5898844,278.1157325,275.4885467,272.4860575,198.2422634,67.49731087,129.7966759,148.2076531,40.64242544,54.09664919,150.9878379,207.7532626,203.7274639,135.3076874,165.1530854,206.5323367,130.3346499,194.7314599,2707.42776,382.1266319,993.2323566,204.0738436,196.2422831,151.4067517,331.2640387,218.8188886,162.5095587,254.9939817,73.95422764,1187.598198,165.6684798,1659.391916,26480.964,16127.412,21483.616,41328.831,40890.764,3189.384,83709.79,23918.504,19253.091,2549.21,7540.173,32565.016,6130.239,15291.096
35.25,5592.919166,495.2369335,1400.448446,930.918806,1063.508082,937.44287,1146.6288,1070.378331,1087.103383,1400.279089,1715.601267,1512.645077,1276.45393,2929.418487,2264.901124,160.8504991,604.8726531,226.683994,327.0565625,334.3949724,562.2402435,956.6450036,500.814226,526.1139417,496.1536306,521.0483521,623.4139602,1095.493407,2517.365059,184.3954703,767.2865722,230.0102325,245.7950496,329.3613316,327.9584723,580.4899713,621.3535768,602.9921833,408.3945173,813.5568556,388.5875483,1329.188483,4923.37242,443.7732204,976.3212969,716.8668709,1068.061868,742.9350512,845.3025296,1077.397774,980.4915464,1569.863533,1252.485277,1194.007234,1209.861808,2306.424087,44184.964,16994.412,15676.616,44073.831,43472.764,1468.384,85757.79,21204.504,16016.091,7319.21,11465.173,27140.016,9561.239,5489.096
35.5,7920.250422,1223.91417,2782.917938,1528.569619,848.4195089,1160.509067,1716.554422,1167.071485,1064.51662,1558.328374,1692.397416,2303.713195,1336.593449,4097.175482,2889.036275,487.5666056,1082.337015,734.3426416,259.6618145,397.5340557,528.7548727,479.563848,403.2467312,748.3012414,711.6751597,996.0254044,629.9032206,1551.919181,3076.356581,265.447664,941.7401603,421.9846237,359.9880684,377.8034618,520.5271105,371.4357125,411.1275021,658.9337699,914.5640665,975.4283319,607.7474355,1617.874421,9024.251763,1317.419515,3103.693116,1658.963137,1432.711353,1169.763018,1052.961301,1406.469507,1469.757002,2725.946058,2845.314165,2603.856609,2475.907568,4683.114128,40701.964,14132.412,19258.616,52327.831,44008.764,1667.384,86122.79,21928.504,16258.091,5918.21,10792.173,28820.016,9383.239,7310.096
35.75,2085.133217,529.3683541,1143.603884,700.728392,636.3525902,430.3067525,1205.491165,998.2060532,662.0847777,503.8360552,606.2992165,1175.968394,1139.154894,1580.873694,889.7362661,178.1266579,522.7644426,236.2369594,179.4220006,103.4455276,580.7259839,479.8804154,43.77889582,176.8875248,235.7688125,472.0018516,228.1892412,655.4876494,650.4367693,149.5024847,328.664958,145.5967527,119.7495755,189.2200083,447.0384806,246.9935273,418.5362943,369.4062456,362.1340793,389.3413477,342.2905567,466.4564494,2249.348996,290.4808291,1263.196565,635.2887484,277.0776447,257.8832806,131.6754711,212.8346534,183.3059821,387.6608052,248.0025488,851.7141708,361.9802728,1365.498767,28101.964,10847.412,22134.616,53648.831,43605.764,3618.384,84934.79,23255.504,18597.091,1765.21,3630.173,30950.016,4435.239,13080.096
36,3987.521886,729.4859326,1366.592224,977.7794446,620.1366272,348.5402627,488.2050851,1103.749288,480.4569668,1142.673287,965.9415339,1203.67277,1541.331746,2321.049829,1933.610704,304.2625379,468.7125992,274.1917789,360.1936869,208.3270643,295.4259768,296.5435107,381.3906303,473.8592727,359.8091969,524.0122383,582.6608868,948.0322898,1969.263762,232.9057167,732.9738618,246.8537061,138.331925,115.6403092,214.2533307,682.6330614,636.8738199,483.3628416,234.2020272,873.6904197,206.6093283,1108.933708,5193.997295,753.185816,1647.080178,629.0589758,774.1565116,526.1171905,644.3716556,613.8849219,504.7272216,555.3678477,522.0850577,1763.775157,403.5193747,2890.081369,47890.964,11480.412,14926.616,49257.831,44758.764,1786.384,85957.79,21860.504,16314.091,2625.21,4914.173,23625.016,5296.239,1318.096
36.25,4518.209604,544.6084051,1461.347798,502.4641687,463.766367,418.4073776,1277.118258,1629.316001,723.9668864,1066.333897,890.3618479,1455.896875,1549.07615,2305.463163,1719.386832,361.883313,628.0737817,322.7669691,160.6900513,84.41718723,433.5522489,707.7017828,168.8685249,463.4002437,438.8763361,651.7548758,995.1305462,848.4893687,1653.020808,150.8068877,600.6272715,258.4785456,263.8566398,289.3132798,67.125981,523.3741948,309.4587503,434.549137,319.0102664,482.906736,476.3758879,794.6318091,7602.840384,233.945852,2167.109478,571.7440964,1127.998195,1007.226209,807.8403927,1147.847039,1230.993023,1566.77718,1229.898649,2188.553797,1413.265663,3820.132491,21718.964,12403.412,23052.616,48574.831,40857.764,5244.384,83071.79,25041.504,19647.091,2301.79,501.173,31988.016,305.239,15078.096
